journal,title,year,t,method,top5,top3
AEJ: Applied Economics,Inputs in the Production of Early Childhood Human Capital: Evidence from Head Start,2015,1.350877192982456,IV,0,0
AEJ: Applied Economics,Inputs in the Production of Early Childhood Human Capital: Evidence from Head Start,2015,0.3606557377049181,IV,0,0
AEJ: Applied Economics,Inputs in the Production of Early Childhood Human Capital: Evidence from Head Start,2015,0.5113636363636364,IV,0,0
AEJ: Applied Economics,Inputs in the Production of Early Childhood Human Capital: Evidence from Head Start,2015,0.853658536585366,IV,0,0
AEJ: Applied Economics,Inputs in the Production of Early Childhood Human Capital: Evidence from Head Start,2015,0.5576923076923077,IV,0,0
AEJ: Applied Economics,Inputs in the Production of Early Childhood Human Capital: Evidence from Head Start,2015,0.07843137254901962,IV,0,0
AEJ: Applied Economics,Inputs in the Production of Early Childhood Human Capital: Evidence from Head Start,2015,2.3783783783783785,IV,0,0
AEJ: Applied Economics,Inputs in the Production of Early Childhood Human Capital: Evidence from Head Start,2015,0.62,IV,0,0
AEJ: Applied Economics,Inputs in the Production of Early Childhood Human Capital: Evidence from Head Start,2015,0.3428571428571428,IV,0,0
AEJ: Applied Economics,Inputs in the Production of Early Childhood Human Capital: Evidence from Head Start,2015,1.0416666666666667,IV,0,0
AEJ: Applied Economics,Inputs in the Production of Early Childhood Human Capital: Evidence from Head Start,2015,0.2115384615384615,IV,0,0
AEJ: Applied Economics,Inputs in the Production of Early Childhood Human Capital: Evidence from Head Start,2015,0.4893617021276595,IV,0,0
AEJ: Applied Economics,Inputs in the Production of Early Childhood Human Capital: Evidence from Head Start,2015,0.2173913043478261,IV,0,0
AEJ: Applied Economics,Inputs in the Production of Early Childhood Human Capital: Evidence from Head Start,2015,1.5714285714285714,IV,0,0
AEJ: Applied Economics,Inputs in the Production of Early Childhood Human Capital: Evidence from Head Start,2015,0.1020408163265306,IV,0,0
AEJ: Applied Economics,Inputs in the Production of Early Childhood Human Capital: Evidence from Head Start,2015,1.517857142857143,IV,0,0
AEJ: Applied Economics,Inputs in the Production of Early Childhood Human Capital: Evidence from Head Start,2015,2.0483870967741935,IV,0,0
AEJ: Applied Economics,Inputs in the Production of Early Childhood Human Capital: Evidence from Head Start,2015,0.23529411764705885,IV,0,0
AEJ: Applied Economics,Inputs in the Production of Early Childhood Human Capital: Evidence from Head Start,2015,1.22,IV,0,0
AEJ: Applied Economics,Inputs in the Production of Early Childhood Human Capital: Evidence from Head Start,2015,2.294117647058824,IV,0,0
AEJ: Applied Economics,Inputs in the Production of Early Childhood Human Capital: Evidence from Head Start,2015,0.7457627118644068,IV,0,0
AEJ: Applied Economics,Inputs in the Production of Early Childhood Human Capital: Evidence from Head Start,2015,0.19240506329113924,IV,0,0
AEJ: Applied Economics,Inputs in the Production of Early Childhood Human Capital: Evidence from Head Start,2015,0.9019607843137256,IV,0,0
AEJ: Applied Economics,Inputs in the Production of Early Childhood Human Capital: Evidence from Head Start,2015,0.8113207547169811,IV,0,0
AEJ: Applied Economics,Inputs in the Production of Early Childhood Human Capital: Evidence from Head Start,2015,1.6730769230769231,IV,0,0
AEJ: Applied Economics,Inputs in the Production of Early Childhood Human Capital: Evidence from Head Start,2015,0.3947368421052632,IV,0,0
AEJ: Applied Economics,Inputs in the Production of Early Childhood Human Capital: Evidence from Head Start,2015,1.1690140845070425,IV,0,0
Journal of Public Economics,Intended college attendance: Evidence from an experiment on college returns and costs,2018,5.999999999999999,RCT,0,0
Journal of Public Economics,Intended college attendance: Evidence from an experiment on college returns and costs,2018,0,RCT,0,0
Journal of Public Economics,Intended college attendance: Evidence from an experiment on college returns and costs,2018,0.5652173913043478,RCT,0,0
Journal of Public Economics,Intended college attendance: Evidence from an experiment on college returns and costs,2018,2.1052631578947367,RCT,0,0
Journal of Public Economics,Intended college attendance: Evidence from an experiment on college returns and costs,2018,5.980392156862744,RCT,0,0
Journal of Public Economics,Intended college attendance: Evidence from an experiment on college returns and costs,2018,0.6666666666666667,RCT,0,0
Journal of Public Economics,Intended college attendance: Evidence from an experiment on college returns and costs,2018,1.5925925925925926,RCT,0,0
Journal of Public Economics,Intended college attendance: Evidence from an experiment on college returns and costs,2018,2.2962962962962963,RCT,0,0
Journal of Public Economics,Intended college attendance: Evidence from an experiment on college returns and costs,2018,1.020408163265306,RCT,0,0
Journal of Public Economics,Intended college attendance: Evidence from an experiment on college returns and costs,2018,0.4166666666666667,RCT,0,0
Journal of Public Economics,Intended college attendance: Evidence from an experiment on college returns and costs,2018,0,RCT,0,0
Journal of Public Economics,Intended college attendance: Evidence from an experiment on college returns and costs,2018,5.8235294117647065,RCT,0,0
Journal of Public Economics,Intended college attendance: Evidence from an experiment on college returns and costs,2018,1.142857142857143,RCT,0,0
Journal of Public Economics,Intended college attendance: Evidence from an experiment on college returns and costs,2018,0.8648648648648649,RCT,0,0
Journal of Public Economics,Intended college attendance: Evidence from an experiment on college returns and costs,2018,0.4666666666666667,RCT,0,0
Journal of Public Economics,Intended college attendance: Evidence from an experiment on college returns and costs,2018,2.1538461538461537,RCT,0,0
Journal of Public Economics,Intended college attendance: Evidence from an experiment on college returns and costs,2018,0.3636363636363637,RCT,0,0
Journal of Public Economics,Intended college attendance: Evidence from an experiment on college returns and costs,2018,0.18181818181818185,RCT,0,0
Journal of Public Economics,Intended college attendance: Evidence from an experiment on college returns and costs,2018,2.058823529411765,RCT,0,0
Journal of Public Economics,Intended college attendance: Evidence from an experiment on college returns and costs,2018,2.566666666666667,RCT,0,0
Journal of Public Economics,Intended college attendance: Evidence from an experiment on college returns and costs,2018,1.777777777777778,RCT,0,0
Journal of Public Economics,Intended college attendance: Evidence from an experiment on college returns and costs,2018,1.0434782608695652,RCT,0,0
Journal of Public Economics,Intended college attendance: Evidence from an experiment on college returns and costs,2018,0.37499999999999994,RCT,0,0
Journal of Public Economics,Intended college attendance: Evidence from an experiment on college returns and costs,2018,2.1999999999999997,RCT,0,0
Journal of Public Economics,Intended college attendance: Evidence from an experiment on college returns and costs,2018,3.5375,RCT,0,0
Journal of Public Economics,Intended college attendance: Evidence from an experiment on college returns and costs,2018,1.2444444444444445,RCT,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.8148148148148148,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.48,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,2.645161290322581,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.48,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.9629629629629628,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.9777777777777776,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.6016528925619835,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.7205882352941176,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.73109243697479,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.3013698630136986,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,5.493670886075949,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,3.146938775510204,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,2.4838709677419355,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.2758620689655171,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,3.1842105263157894,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.6268656716417909,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.7916666666666667,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,2.623342175066313,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,2.025787965616046,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,2.769230769230769,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.7352941176470589,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,2.5495495495495493,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.3802816901408452,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,2.0512820512820515,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.6693333333333331,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.307692307692308,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.4909090909090909,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.6287292817679555,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.0662824207492796,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.7,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.892744479495268,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.6666666666666667,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.5714285714285714,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.857142857142857,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,6.324873096446701,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,2.841269841269841,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,2.046511627906977,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.686046511627907,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.589041095890411,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.8936170212765958,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.0144927536231884,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,3.1896551724137927,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.5992907801418441,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.7425742574257425,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.3125,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.9,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.0608695652173912,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.276,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,2.2500000000000004,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.866666666666667,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.1149425287356325,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.5,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.8148148148148149,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.01639344262295082,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.9268292682926829,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.7358490566037736,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.14473684210526316,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,2.652173913043478,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.8795180722891565,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.1692307692307692,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,3.5000000000000004,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.462962962962963,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.6785714285714286,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.297872340425532,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,2.2755555555555556,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.2345679012345678,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.29032258064516125,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,2.7733333333333334,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.9930555555555556,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,2.037735849056604,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,3.3773584905660377,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,20.68292682926829,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.86,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.8490566037735849,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.5693374422187981,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.6485260770975056,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.2115384615384617,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,2.2608695652173916,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.146067415730337,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.7369477911646586,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,4.922535211267606,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.8799999999999999,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.6944444444444445,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,2.9290322580645163,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.2971014492753623,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.7142857142857142,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,2.5757575757575757,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,9.666666666666666,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,2,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,2.340740740740741,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.234375,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.5526315789473685,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.41129032258064513,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.411214953271028,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.6551724137931034,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.4128440366972477,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.8113207547169812,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.1229235880398671,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.707317073170732,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,2.574468085106383,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.6129032258064516,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.5526315789473684,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.0851063829787233,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.5714285714285716,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.2857142857142856,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,2.152777777777778,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.3968253968253967,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.3,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.5199999999999999,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.772357723577236,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.5583038869257952,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.2421875,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.7051282051282053,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,2.174603174603175,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.9148936170212764,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.4606741573033708,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,2.3267326732673266,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.12056737588652484,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,6.017307692307693,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.6818181818181818,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.4,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,2.022222222222222,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,3.666666666666667,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.942857142857143,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.2209302325581395,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,4.058666666666667,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,13.432432432432432,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.4399999999999995,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.370967741935484,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,2.2363636363636363,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,3.2519685039370083,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,2.396355353075171,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.9148936170212764,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.7425742574257425,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.9357798165137614,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.5846153846153843,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.01428571428571428,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.2112676056338028,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,2.545454545454546,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.7094017094017094,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.266187050359712,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.4166666666666667,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.5357142857142857,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.3667054714784634,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,2.25,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.6784313725490196,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.411764705882353,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,8.818965517241377,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,4.032258064516129,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,3.086206896551724,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,4.378378378378379,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,1.8333333333333333,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,2.060606060606061,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.576923076923077,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.4117647058823529,RDD,0,0
Journal of Human Resources,Intensive Math Instruction and Educational Attainment Long- Run Impacts of Double- Dose Algebra,2015,0.8793418647166361,RDD,0,0
Economic Policy,"Interest rate changes,
mortgages, and consumption:
evidence from Italy",2018,0.3196067410190417,DID,0,0
Economic Policy,"Interest rate changes,
mortgages, and consumption:
evidence from Italy",2018,0.4870830626873155,DID,0,0
Economic Policy,"Interest rate changes,
mortgages, and consumption:
evidence from Italy",2018,0.6432133228353971,DID,0,0
Economic Policy,"Interest rate changes,
mortgages, and consumption:
evidence from Italy",2018,1,DID,0,0
Economic Policy,"Interest rate changes,
mortgages, and consumption:
evidence from Italy",2018,0.5744399096908649,DID,0,0
